4.0001,1069.000000	
4.0297,942.000000	
4.0593,1066.000000	
4.0889,1008.000000	
4.1185,984.000000	
4.1482,940.000000	
4.1778,898.000000	
4.2074,965.000000	
4.2370,923.000000	
4.2666,933.000000	
4.2962,918.000000	
4.3258,847.000000	
4.3554,862.000000	
4.3850,840.000000	
4.4147,831.000000	
4.4443,803.000000	
4.4739,801.000000	
4.5035,835.000000	
4.5331,806.000000	
4.5627,769.000000	
4.5923,738.000000	
4.6219,779.000000	
4.6515,766.000000	
4.6812,750.000000	
4.7108,686.000000	
4.7404,687.000000	
4.7700,712.000000	
4.7996,740.000000	
4.8292,645.000000	
4.8588,667.000000	
4.8884,627.000000	
4.9180,689.000000	
4.9477,655.000000	
4.9773,672.000000	
5.0069,650.000000	
5.0365,675.000000	
5.0661,610.000000	
5.0957,599.000000	
5.1253,578.000000	
5.1549,648.000000	
5.1845,593.000000	
5.2142,555.000000	
5.2438,622.000000	
5.2734,635.000000	
5.3030,574.000000	
5.3326,568.000000	
5.3622,599.000000	
5.3918,555.000000	
5.4214,547.000000	
5.4510,553.000000	
5.4807,557.000000	
5.5103,561.000000	
5.5399,501.000000	
5.5695,509.000000	
5.5991,568.000000	
5.6287,513.000000	
5.6583,520.000000	
5.6879,495.000000	
5.7175,502.000000	
5.7471,461.000000	
5.7768,487.000000	
5.8064,506.000000	
5.8360,478.000000	
5.8656,501.000000	
5.8952,443.000000	
5.9248,478.000000	
5.9544,488.000000	
5.9840,516.000000	
6.0136,480.000000	
6.0433,460.000000	
6.0729,454.000000	
6.1025,471.000000	
6.1321,472.000000	
6.1617,438.000000	
6.1913,487.000000	
6.2209,450.000000	
6.2505,447.000000	
6.2801,445.000000	
6.3098,442.000000	
6.3394,400.000000	
6.3690,414.000000	
6.3986,429.000000	
6.4282,395.000000	
6.4578,429.000000	
6.4874,445.000000	
6.5170,405.000000	
6.5466,395.000000	
6.5763,403.000000	
6.6059,401.000000	
6.6355,438.000000	
6.6651,417.000000	
6.6947,451.000000	
6.7243,391.000000	
6.7539,386.000000	
6.7835,419.000000	
6.8131,439.000000	
6.8428,442.000000	
6.8724,356.000000	
6.9020,400.000000	
6.9316,411.000000	
6.9612,394.000000	
6.9908,359.000000	
7.0204,364.000000	
7.0500,369.000000	
7.0796,385.000000	
7.1093,397.000000	
7.1389,379.000000	
7.1685,378.000000	
7.1981,348.000000	
7.2277,377.000000	
7.2573,381.000000	
7.2869,339.000000	
7.3165,415.000000	
7.3461,332.000000	
7.3758,345.000000	
7.4054,373.000000	
7.4350,366.000000	
7.4646,341.000000	
7.4942,355.000000	
7.5238,370.000000	
7.5534,361.000000	
7.5830,353.000000	
7.6126,340.000000	
7.6423,326.000000	
7.6719,339.000000	
7.7015,327.000000	
7.7311,335.000000	
7.7607,326.000000	
7.7903,344.000000	
7.8199,354.000000	
7.8495,343.000000	
7.8791,336.000000	
7.9088,329.000000	
7.9384,327.000000	
7.9680,292.000000	
7.9976,294.000000	
8.0272,289.000000	
8.0568,319.000000	
8.0864,321.000000	
8.1160,306.000000	
8.1456,331.000000	
8.1753,334.000000	
8.2049,306.000000	
8.2345,284.000000	
8.2641,318.000000	
8.2937,334.000000	
8.3233,303.000000	
8.3529,298.000000	
8.3825,319.000000	
8.4121,330.000000	
8.4418,343.000000	
8.4714,303.000000	
8.5010,301.000000	
8.5306,291.000000	
8.5602,311.000000	
8.5898,320.000000	
8.6194,301.000000	
8.6490,293.000000	
8.6786,299.000000	
8.7082,305.000000	
8.7379,290.000000	
8.7675,269.000000	
8.7971,294.000000	
8.8267,313.000000	
8.8563,265.000000	
8.8859,281.000000	
8.9155,301.000000	
8.9451,313.000000	
8.9747,312.000000	
9.0044,264.000000	
9.0340,269.000000	
9.0636,255.000000	
9.0932,284.000000	
9.1228,296.000000	
9.1524,278.000000	
9.1820,284.000000	
9.2116,284.000000	
9.2412,317.000000	
9.2709,295.000000	
9.3005,273.000000	
9.3301,286.000000	
9.3597,277.000000	
9.3893,279.000000	
9.4189,323.000000	
9.4485,302.000000	
9.4781,286.000000	
9.5077,258.000000	
9.5374,271.000000	
9.5670,274.000000	
9.5966,243.000000	
9.6262,305.000000	
9.6558,259.000000	
9.6854,275.000000	
9.7150,267.000000	
9.7446,242.000000	
9.7742,243.000000	
9.8039,268.000000	
9.8335,247.000000	
9.8631,271.000000	
9.8927,281.000000	
9.9223,246.000000	
9.9519,238.000000	
9.9815,245.000000	
10.0111,258.000000	
10.0407,269.000000	
10.0704,245.000000	
10.1000,270.000000	
10.1296,253.000000	
10.1592,258.000000	
10.1888,233.000000	
10.2184,238.000000	
10.2480,249.000000	
10.2776,231.000000	
10.3072,256.000000	
10.3369,247.000000	
10.3665,236.000000	
10.3961,229.000000	
10.4257,247.000000	
10.4553,225.000000	
10.4849,271.000000	
10.5145,233.000000	
10.5441,260.000000	
10.5737,253.000000	
10.6034,265.000000	
10.6330,256.000000	
10.6626,241.000000	
10.6922,238.000000	
10.7218,238.000000	
10.7514,241.000000	
10.7810,241.000000	
10.8106,251.000000	
10.8402,245.000000	
10.8699,242.000000	
10.8995,235.000000	
10.9291,225.000000	
10.9587,259.000000	
10.9883,235.000000	
11.0179,242.000000	
11.0475,240.000000	
11.0771,229.000000	
11.1067,244.000000	
11.1364,244.000000	
11.1660,218.000000	
11.1956,229.000000	
11.2252,249.000000	
11.2548,208.000000	
11.2844,218.000000	
11.3140,243.000000	
11.3436,207.000000	
11.3732,207.000000	
11.4029,240.000000	
11.4325,245.000000	
11.4621,210.000000	
11.4917,248.000000	
11.5213,232.000000	
11.5509,217.000000	
11.5805,232.000000	
11.6101,221.000000	
11.6397,224.000000	
11.6693,223.000000	
11.6990,232.000000	
11.7286,203.000000	
11.7582,219.000000	
11.7878,223.000000	
11.8174,216.000000	
11.8470,214.000000	
11.8766,228.000000	
11.9062,199.000000	
11.9358,212.000000	
11.9655,202.000000	
11.9951,219.000000	
12.0247,249.000000	
12.0543,183.000000	
12.0839,229.000000	
12.1135,233.000000	
12.1431,210.000000	
12.1727,204.000000	
12.2023,239.000000	
12.2320,267.000000	
12.2616,223.000000	
12.2912,193.000000	
12.3208,205.000000	
12.3504,219.000000	
12.3800,212.000000	
12.4096,226.000000	
12.4392,208.000000	
12.4688,229.000000	
12.4985,209.000000	
12.5281,221.000000	
12.5577,203.000000	
12.5873,241.000000	
12.6169,212.000000	
12.6465,207.000000	
12.6761,199.000000	
12.7057,196.000000	
12.7353,196.000000	
12.7650,199.000000	
12.7946,213.000000	
12.8242,183.000000	
12.8538,179.000000	
12.8834,180.000000	
12.9130,176.000000	
12.9426,195.000000	
12.9722,209.000000	
13.0018,191.000000	
13.0315,197.000000	
13.0611,183.000000	
13.0907,203.000000	
13.1203,193.000000	
13.1499,215.000000	
13.1795,197.000000	
13.2091,201.000000	
13.2387,222.000000	
13.2683,193.000000	
13.2980,193.000000	
13.3276,182.000000	
13.3572,221.000000	
13.3868,206.000000	
13.4164,212.000000	
13.4460,187.000000	
13.4756,177.000000	
13.5052,201.000000	
13.5348,199.000000	
13.5645,191.000000	
13.5941,187.000000	
13.6237,200.000000	
13.6533,192.000000	
13.6829,190.000000	
13.7125,200.000000	
13.7421,184.000000	
13.7717,192.000000	
13.8013,202.000000	
13.8310,185.000000	
13.8606,172.000000	
13.8902,207.000000	
13.9198,180.000000	
13.9494,219.000000	
13.9790,219.000000	
14.0086,181.000000	
14.0382,192.000000	
14.0678,210.000000	
14.0975,216.000000	
14.1271,194.000000	
14.1567,188.000000	
14.1863,175.000000	
14.2159,186.000000	
14.2455,218.000000	
14.2751,211.000000	
14.3047,214.000000	
14.3343,181.000000	
14.3640,181.000000	
14.3936,202.000000	
14.4232,181.000000	
14.4528,197.000000	
14.4824,194.000000	
14.5120,194.000000	
14.5416,218.000000	
14.5712,160.000000	
14.6008,206.000000	
14.6304,227.000000	
14.6601,188.000000	
14.6897,188.000000	
14.7193,183.000000	
14.7489,179.000000	
14.7785,219.000000	
14.8081,174.000000	
14.8377,184.000000	
14.8673,162.000000	
14.8969,189.000000	
14.9266,200.000000	
14.9562,189.000000	
14.9858,173.000000	
15.0154,191.000000	
15.0450,197.000000	
15.0746,210.000000	
15.1042,181.000000	
15.1338,155.000000	
15.1634,182.000000	
15.1931,191.000000	
15.2227,197.000000	
15.2523,166.000000	
15.2819,179.000000	
15.3115,186.000000	
15.3411,184.000000	
15.3707,203.000000	
15.4003,185.000000	
15.4299,183.000000	
15.4596,196.000000	
15.4892,182.000000	
15.5188,204.000000	
15.5484,182.000000	
15.5780,162.000000	
15.6076,189.000000	
15.6372,187.000000	
15.6668,185.000000	
15.6964,164.000000	
15.7261,205.000000	
15.7557,166.000000	
15.7853,187.000000	
15.8149,167.000000	
15.8445,163.000000	
15.8741,200.000000	
15.9037,226.000000	
15.9333,194.000000	
15.9629,180.000000	
15.9926,167.000000	
16.0222,190.000000	
16.0518,182.000000	
16.0814,192.000000	
16.1110,201.000000	
16.1406,185.000000	
16.1702,149.000000	
16.1998,181.000000	
16.2294,175.000000	
16.2591,165.000000	
16.2887,166.000000	
16.3183,188.000000	
16.3479,194.000000	
16.3775,183.000000	
16.4071,201.000000	
16.4367,216.000000	
16.4663,228.000000	
16.4959,414.000000	
16.5256,563.000000	
16.5552,399.000000	
16.5848,203.000000	
16.6144,177.000000	
16.6440,200.000000	
16.6736,191.000000	
16.7032,187.000000	
16.7328,219.000000	
16.7624,174.000000	
16.7921,191.000000	
16.8217,208.000000	
16.8513,205.000000	
16.8809,182.000000	
16.9105,173.000000	
16.9401,203.000000	
16.9697,197.000000	
16.9993,201.000000	
17.0289,210.000000	
17.0586,224.000000	
17.0882,195.000000	
17.1178,189.000000	
17.1474,194.000000	
17.1770,207.000000	
17.2066,237.000000	
17.2362,237.000000	
17.2658,227.000000	
17.2954,220.000000	
17.3251,265.000000	
17.3547,259.000000	
17.3843,278.000000	
17.4139,259.000000	
17.4435,246.000000	
17.4731,292.000000	
17.5027,267.000000	
17.5323,284.000000	
17.5619,290.000000	
17.5915,282.000000	
17.6212,335.000000	
17.6508,341.000000	
17.6804,350.000000	
17.7100,376.000000	
17.7396,362.000000	
17.7692,357.000000	
17.7988,425.000000	
17.8284,378.000000	
17.8580,461.000000	
17.8877,450.000000	
17.9173,472.000000	
17.9469,469.000000	
17.9765,544.000000	
18.0061,638.000000	
18.0357,706.000000	
18.0653,870.000000	
18.0949,990.000000	
18.1245,1313.000000	
18.1542,1996.000000	
18.1838,3550.000000	
18.2134,7629.000000	
18.2430,18161.000000	
18.2726,47638.000000	
18.3022,88456.000000	
18.3318,57880.000000	
18.3614,35600.000000	
18.3910,9193.000000	
18.4207,3934.000000	
18.4503,2373.000000	
18.4799,1771.000000	
18.5095,1386.000000	
18.5391,1146.000000	
18.5687,971.000000	
18.5983,952.000000	
18.6279,833.000000	
18.6575,712.000000	
18.6872,682.000000	
18.7168,660.000000	
18.7464,606.000000	
18.7760,553.000000	
18.8056,538.000000	
18.8352,488.000000	
18.8648,477.000000	
18.8944,469.000000	
18.9240,425.000000	
18.9537,430.000000	
18.9833,408.000000	
19.0129,400.000000	
19.0425,373.000000	
19.0721,405.000000	
19.1017,343.000000	
19.1313,354.000000	
19.1609,305.000000	
19.1905,330.000000	
19.2202,306.000000	
19.2498,311.000000	
19.2794,292.000000	
19.3090,295.000000	
19.3386,272.000000	
19.3682,265.000000	
19.3978,253.000000	
19.4274,263.000000	
19.4570,253.000000	
19.4867,261.000000	
19.5163,253.000000	
19.5459,236.000000	
19.5755,226.000000	
19.6051,228.000000	
19.6347,247.000000	
19.6643,215.000000	
19.6939,223.000000	
19.7235,229.000000	
19.7532,196.000000	
19.7828,208.000000	
19.8124,240.000000	
19.8420,216.000000	
19.8716,213.000000	
19.9012,246.000000	
19.9308,237.000000	
19.9604,245.000000	
19.9900,248.000000	
20.0197,255.000000	
20.0493,266.000000	
20.0789,286.000000	
20.1085,348.000000	
20.1381,407.000000	
20.1677,534.000000	
20.1973,897.000000	
20.2269,1570.000000	
20.2565,2986.000000	
